R:A::C:P,antag,fool,other,protag
antag,0.0,0.025,0.08148148148148149,0.07692307692307693
fool,0.03225806451612903,0.3,0.014814814814814815,0.038461538461538464
other,0.8064516129032258,0.625,0.8518518518518519,0.6153846153846154
protag,0.16129032258064516,0.05,0.05185185185185185,0.2692307692307692
