R:A::C:P,0,1,2,3,4,5 6
0,0.3010752688172043,0.13559322033898305,0.0784313725490196,0.08108108108108109,0.12280701754385964,0.12658227848101267
1,0.5053763440860215,0.5254237288135594,0.4117647058823529,0.4594594594594595,0.3684210526315789,0.3670886075949367
2,0.10752688172043011,0.288135593220339,0.2549019607843137,0.21621621621621623,0.19298245614035087,0.27848101265822783
3,0.010752688172043012,0.01694915254237288,0.11764705882352941,0.08108108108108109,0.08771929824561403,0.0759493670886076
4,0.021505376344086023,0.0,0.0392156862745098,0.02702702702702703,0.12280701754385964,0.02531645569620253
5 6,0.053763440860215055,0.03389830508474576,0.09803921568627451,0.13513513513513514,0.10526315789473684,0.12658227848101267
