R:A::C:P,0,1,2 6,3 5,4
0,0.1069182389937107,0.031446540880503145,0.012578616352201259,0.025157232704402517,0.0440251572327044
1,0.11320754716981132,0.11320754716981132,0.06918238993710692,0.1069182389937107,0.03773584905660377
2 6,0.031446540880503145,0.025157232704402517,0.06289308176100629,0.10062893081761007,0.006289308176100629
3 5,0.006289308176100629,0.006289308176100629,0.025157232704402517,0.018867924528301886,0.012578616352201259
4,0.006289308176100629,0.0,0.006289308176100629,0.012578616352201259,0.018867924528301886
