R:A::C:P,0,1 3,2,4 5,6
0,0.40476190476190477,0.11864406779661017,0.08,0.3,0.0
1 3,0.42857142857142855,0.559322033898305,0.52,0.43333333333333335,0.0
2,0.09523809523809523,0.2542372881355932,0.32,0.16666666666666666,0.6666666666666666
4 5,0.047619047619047616,0.05084745762711865,0.08,0.1,0.3333333333333333
6,0.023809523809523808,0.01694915254237288,0.0,0.0,0.0
