R:A::C:P,0,1,2,3,4,5,6,7,p
0,27,24,3,1,5,2,1,3,2
1,37,100,30,7,18,12,7,3,12
2,9,42,24,9,9,6,5,4,3
3,2,12,6,3,4,3,2,0,2
4,2,3,3,3,3,3,5,0,2
5,4,5,3,1,2,0,9,1,1
6,4,10,3,0,5,1,11,1,2
7,2,1,1,0,0,0,0,1,2
p,2,7,3,0,1,0,5,2,2
