R:A::C:P,0,1 2,3,4,5 6
0,0.4666666666666667,0.2,0.05,0.11666666666666667,0.16666666666666666
1 2,0.23076923076923078,0.3319838056680162,0.10121457489878542,0.12955465587044535,0.20647773279352227
3,0.045454545454545456,0.3181818181818182,0.13636363636363635,0.22727272727272727,0.2727272727272727
4,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.5,0.14285714285714285
5 6,0.15151515151515152,0.21212121212121213,0.15151515151515152,0.18181818181818182,0.30303030303030304
