R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.5830618892508144,0.2182410423452769,0.1986970684039088
3 4,0.3333333333333333,0.4444444444444444,0.2222222222222222
5 6,0.36363636363636365,0.3333333333333333,0.30303030303030304
