R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.47606382978723405,0.17819148936170212,0.1622340425531915
3 4,0.031914893617021274,0.0425531914893617,0.02127659574468085
5 6,0.031914893617021274,0.02925531914893617,0.026595744680851064
