R:A::C:P,0,1,2,3 4,5 6
0,0.022988505747126436,0.013649425287356323,0.005028735632183908,0.00646551724137931,0.005028735632183908
1,0.06609195402298851,0.07255747126436782,0.028017241379310345,0.0603448275862069,0.04669540229885057
2,0.028017241379310345,0.035919540229885055,0.029454022988505746,0.05244252873563218,0.05172413793103448
3 4,0.017959770114942528,0.011494252873563218,0.022270114942528736,0.042385057471264365,0.031609195402298854
5 6,0.04741379310344827,0.034482758620689655,0.035919540229885055,0.10272988505747127,0.12931034482758622
