R:A::C:P,0 1 2,3,4 6,5
0 1 2,0.8817733990147784,0.7567567567567568,0.7657657657657657,0.6
3,0.03940886699507389,0.08108108108108109,0.06306306306306306,0.16
4 6,0.04926108374384237,0.05405405405405406,0.13513513513513514,0.12
5,0.029556650246305417,0.10810810810810811,0.036036036036036036,0.12
