R:A::C:P,0,1,2,3 6,4 5
0,0.022988505747126436,0.013649425287356323,0.005028735632183908,0.0035919540229885057,0.007902298850574713
1,0.06609195402298851,0.07255747126436782,0.028017241379310345,0.05316091954022988,0.05387931034482758
2,0.028017241379310345,0.035919540229885055,0.029454022988505746,0.05531609195402299,0.04885057471264368
3 6,0.04741379310344827,0.033764367816091954,0.039511494252873564,0.12284482758620689,0.11063218390804598
4 5,0.017959770114942528,0.01221264367816092,0.01867816091954023,0.035201149425287355,0.03735632183908046
