R:A::C:P,0,1,2,3 6,4 5
0,0.43243243243243246,0.25675675675675674,0.0945945945945946,0.06756756756756757,0.14864864864864866
1,0.24146981627296588,0.2650918635170604,0.10236220472440945,0.1942257217847769,0.1968503937007874
2,0.14181818181818182,0.18181818181818182,0.14909090909090908,0.28,0.24727272727272728
3 6,0.13387423935091278,0.09533468559837728,0.11156186612576065,0.34685598377281945,0.31237322515212984
4 5,0.14792899408284024,0.10059171597633136,0.15384615384615385,0.28994082840236685,0.3076923076923077
