R:A::C:P,0,1 5,2,3,4 6
0,0.029449423815621,0.028169014084507043,0.0076824583866837385,0.006402048655569782,0.02176696542893726
1 5,0.08578745198463508,0.147247119078105,0.05121638924455826,0.04865556978233035,0.09859154929577464
2,0.029449423815621,0.07298335467349552,0.03841229193341869,0.030729833546734954,0.04865556978233035
3,0.005121638924455826,0.020486555697823303,0.011523687580025609,0.011523687580025609,0.015364916773367477
4 6,0.024327784891165175,0.0499359795134443,0.026888604353393086,0.024327784891165175,0.06530089628681178
