R:A::C:P,0 6,1 3 5,2,4
0 6,0.37831858407079644,0.31958762886597936,0.27976190476190477,0.32105263157894737
1 3 5,0.42035398230088494,0.422680412371134,0.38095238095238093,0.41578947368421054
2,0.17035398230088494,0.211340206185567,0.24404761904761904,0.17894736842105263
4,0.030973451327433628,0.04639175257731959,0.09523809523809523,0.08421052631578947
