R:A::C:P,0 6,1 3 5,2,4
0 6,0.36774193548387096,0.4,0.1010752688172043,0.13118279569892474
1 3 5,0.3281519861830743,0.42487046632124353,0.11053540587219343,0.13644214162348878
2,0.28,0.44727272727272727,0.14909090909090908,0.12363636363636364
4,0.1917808219178082,0.3698630136986301,0.2191780821917808,0.2191780821917808
