R:A::C:P,0 2,1 3 4,5
0 2,0.4318181818181818,0.5151515151515151,0.6666666666666666
1 3 4,0.5681818181818182,0.45454545454545453,0.3333333333333333
5,0.0,0.030303030303030304,0.0
