R:A::C:P,0 2 5 6,1 3,4
0 2 5 6,0.35488505747126436,0.16738505747126436,0.07830459770114942
1 3,0.1846264367816092,0.11566091954022989,0.04669540229885057
4,0.028017241379310345,0.01293103448275862,0.011494252873563218
