R:A::C:P,0 1 2,3,4 6,5
0 1 2,0.3017241379310345,0.05459770114942529,0.1221264367816092,0.04597701149425287
3,0.03089080459770115,0.010775862068965518,0.020114942528735632,0.011494252873563218
4 6,0.11063218390804598,0.04885057471264368,0.11853448275862069,0.05531609195402299
5,0.028017241379310345,0.013649425287356323,0.017959770114942528,0.009339080459770116
