R:A::C:P,0,1 6,2 3,4 5
0,0.2153846153846154,0.10687022900763359,0.10256410256410256,0.09174311926605505
1 6,0.5615384615384615,0.5038167938931297,0.4230769230769231,0.5321100917431193
2 3,0.15384615384615385,0.2900763358778626,0.3782051282051282,0.25688073394495414
4 5,0.06923076923076923,0.09923664122137404,0.09615384615384616,0.11926605504587157
