R:A::C:P,0,1 6,2 3,4 5
0,0.4117647058823529,0.20588235294117646,0.23529411764705882,0.14705882352941177
1 6,0.27756653992395436,0.2509505703422053,0.2509505703422053,0.22053231939163498
2 3,0.13793103448275862,0.2620689655172414,0.4068965517241379,0.19310344827586207
4 5,0.18,0.26,0.3,0.26
