R:A::C:P,0,1,2,3,4,5,p
0,0.0,0.15853658536585366,0.012195121951219513,0.012195121951219513,0.0,0.024390243902439025,0.024390243902439025
1,0.15853658536585366,0.0,0.17073170731707318,0.04878048780487805,0.0,0.012195121951219513,0.04878048780487805
2,0.036585365853658534,0.07317073170731707,0.0,0.07317073170731707,0.0,0.0,0.04878048780487805
3,0.0,0.0,0.036585365853658534,0.0,0.0,0.0,0.0
4,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0
5,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0
p,0.012195121951219513,0.0,0.012195121951219513,0.0,0.0,0.0,0.0
