R:A::C:P,0 4 5,1,2 3,6
0 4 5,0.2510460251046025,0.18604651162790697,0.1987179487179487,0.24444444444444444
1,0.47280334728033474,0.5,0.3782051282051282,0.24444444444444444
2 3,0.200836820083682,0.26744186046511625,0.3782051282051282,0.3333333333333333
6,0.07531380753138076,0.046511627906976744,0.04487179487179487,0.17777777777777778
