R:A::C:P,0,1 5,2,3,4,6
0,32,24,7,3,6,2
1 5,109,151,49,53,64,51
2,39,84,41,39,34,38
3,17,27,15,15,15,13
4,8,14,16,13,16,6
6,49,104,40,55,55,88
