R:A::C:P,0,1 6,2 4 5,3
0,0.40476190476190477,0.16129032258064516,0.2,0.06451612903225806
1 6,0.4523809523809524,0.5806451612903226,0.4,0.41935483870967744
2 4 5,0.14285714285714285,0.22580645161290322,0.32727272727272727,0.45161290322580644
3,0.0,0.03225806451612903,0.07272727272727272,0.06451612903225806
