R:A::C:P,comedy,history,tragedy
comedy,0.3563218390804598,0.011494252873563218,0.10344827586206896
history,0.034482758620689655,0.13793103448275862,0.022988505747126436
tragedy,0.10344827586206896,0.034482758620689655,0.19540229885057472
