R:A::C:P,0,1 6,2 3,4 5
0,0.12598425196850394,0.04861111111111111,0.028901734104046242,0.030555555555555555
1 6,0.5551181102362205,0.6134259259259259,0.48554913294797686,0.55
2 3,0.2204724409448819,0.25925925925925924,0.3179190751445087,0.275
4 5,0.0984251968503937,0.0787037037037037,0.1676300578034682,0.14444444444444443
