R:A::C:P,0 4,1 2 3,5,6
0 4,0.19148936170212766,0.1487603305785124,0.23529411764705882,0.17777777777777778
1 2 3,0.6702127659574468,0.7603305785123967,0.6862745098039216,0.5777777777777777
5,0.06382978723404255,0.045454545454545456,0.0,0.06666666666666667
6,0.07446808510638298,0.045454545454545456,0.0784313725490196,0.17777777777777778
