R:A::C:P,0 5 6,1,2 3 4
0 5 6,0.39285714285714285,0.17857142857142858,0.18666666666666668
1,0.4107142857142857,0.6428571428571429,0.38666666666666666
2 3 4,0.19642857142857142,0.17857142857142858,0.4266666666666667
