R:A::C:P,0 4,1 3 6,2,5
0 4,0.12955465587044535,0.05668016194331984,0.024291497975708502,0.004048582995951417
1 3 6,0.19433198380566802,0.19838056680161945,0.10121457489878542,0.04048582995951417
2,0.05263157894736842,0.10526315789473684,0.04048582995951417,0.020242914979757085
5,0.008097165991902834,0.012145748987854251,0.012145748987854251,0.0
