R:A::C:P,0,1,2 5,3,4 6
0,0.43243243243243246,0.25675675675675674,0.16216216216216217,0.04054054054054054,0.10810810810810811
1,0.24146981627296588,0.2650918635170604,0.1679790026246719,0.08923884514435695,0.23622047244094488
2 5,0.1509433962264151,0.16711590296495957,0.2641509433962264,0.15633423180592992,0.261455525606469
3,0.16666666666666666,0.10784313725490197,0.30392156862745096,0.14705882352941177,0.27450980392156865
4 6,0.12284482758620689,0.08836206896551724,0.28663793103448276,0.14655172413793102,0.35560344827586204
