R:A::C:P,0,1,2 5,3,4 6
0,0.022988505747126436,0.013649425287356323,0.008620689655172414,0.0021551724137931034,0.005747126436781609
1,0.06609195402298851,0.07255747126436782,0.04597701149425287,0.02442528735632184,0.06465517241379311
2 5,0.040229885057471264,0.04454022988505747,0.07040229885057471,0.041666666666666664,0.06968390804597702
3,0.01221264367816092,0.007902298850574713,0.022270114942528736,0.010775862068965518,0.020114942528735632
4 6,0.040948275862068964,0.029454022988505746,0.09554597701149425,0.04885057471264368,0.11853448275862069
