R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.4878361075544174,0.08450704225352113,0.16389244558258642
4,0.026888604353393086,0.008962868117797696,0.014084507042253521
5 6,0.10499359795134443,0.04225352112676056,0.06658130601792574
