R:A::C:P,0,1 6,2 3,4,5
0,0.08502024291497975,0.032388663967611336,0.02834008097165992,0.020242914979757085,0.004048582995951417
1 6,0.13765182186234817,0.10931174089068826,0.15384615384615385,0.05263157894736842,0.032388663967611336
2 3,0.02834008097165992,0.08097165991902834,0.10121457489878542,0.02834008097165992,0.02834008097165992
4,0.004048582995951417,0.004048582995951417,0.016194331983805668,0.020242914979757085,0.0
5,0.008097165991902834,0.004048582995951417,0.020242914979757085,0.0,0.0
