R:A::C:P,0 4 5 6,1,2 3
0 4 5 6,0.4110854503464203,0.2585034013605442,0.31343283582089554
1,0.3325635103926097,0.47619047619047616,0.3283582089552239
2 3,0.25635103926096997,0.2653061224489796,0.3582089552238806
