R:A::C:P,0 2 3,1,4 6,5
0 2 3,0.45084745762711864,0.17627118644067796,0.2271186440677966,0.14576271186440679
1,0.45,0.25,0.20714285714285716,0.09285714285714286
4 6,0.3959731543624161,0.12080536912751678,0.3422818791946309,0.14093959731543623
5,0.3333333333333333,0.12280701754385964,0.3333333333333333,0.21052631578947367
