R:A::C:P,0 1,2 3 4,5 6
0 1,0.5362637362637362,0.3054945054945055,0.15824175824175823
2 3 4,0.28888888888888886,0.4533333333333333,0.2577777777777778
5 6,0.23408624229979466,0.39630390143737165,0.36960985626283366
