R:A::C:P,0 1,2 3 4,5 6
0 1,0.1752873563218391,0.09985632183908046,0.05172413793103448
2 3 4,0.09339080459770115,0.14655172413793102,0.08333333333333333
5 6,0.08189655172413793,0.13864942528735633,0.12931034482758622
