R:A::C:P,0,1 2 3,4 6,5
0,0.43243243243243246,0.3918918918918919,0.10810810810810811,0.06756756756756757
1 2 3,0.19525065963060687,0.4551451187335092,0.25065963060686014,0.09894459102902374
4 6,0.12284482758620689,0.35560344827586204,0.35560344827586204,0.16594827586206898
5,0.17708333333333334,0.4270833333333333,0.2604166666666667,0.13541666666666666
