R:A::C:P,0 2,1 3 4,5,6
0 2,0.3346938775510204,0.4489795918367347,0.14285714285714285,0.07346938775510205
1 3 4,0.33604336043360433,0.43089430894308944,0.11382113821138211,0.11924119241192412
5,0.21052631578947367,0.40350877192982454,0.21052631578947367,0.17543859649122806
6,0.21818181818181817,0.509090909090909,0.11818181818181818,0.15454545454545454
