R:A::C:P,0 5,1,2 6,3 4
0 5,0.5128205128205128,0.1282051282051282,0.10256410256410256,0.2564102564102564
1,0.32857142857142857,0.2571428571428571,0.15714285714285714,0.2571428571428571
2 6,0.25,0.1111111111111111,0.2777777777777778,0.3611111111111111
3 4,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.6428571428571429
