R:A::C:P,0 5,1 3,2,4
0 5,0.4,0.28125,0.045454545454545456,0.0
1 3,0.44,0.4375,0.6363636363636364,0.0
2,0.16,0.28125,0.2727272727272727,0.0
4,0.0,0.0,0.045454545454545456,1.0
