R:A::C:P,0 1,2,3,4,5,6
0 1,56,10,6,8,6,0
2,8,9,5,2,3,0
3,0,1,2,1,0,1
4,1,1,0,1,0,1
5,1,1,1,0,0,0
6,0,0,1,0,0,0
