R:A::C:P,0 6,1 4 5,2 3
0 6,0.10317460317460317,0.10317460317460317,0.015873015873015872
1 4 5,0.1349206349206349,0.24603174603174602,0.14285714285714285
2 3,0.03968253968253968,0.07936507936507936,0.1349206349206349
