R:A::C:P,0 1 2 5,3,4 6
0 1 2 5,0.8421052631578947,0.8548387096774194,0.7184466019417476
3,0.060941828254847646,0.08064516129032258,0.06796116504854369
4 6,0.09695290858725762,0.06451612903225806,0.21359223300970873
