R:A::C:P,0 1 3,2,4 5 6
0 1 3,0.5816876122082585,0.10951526032315978,0.3087971274685817
2,0.46545454545454545,0.14909090909090908,0.38545454545454544
4 5 6,0.3821428571428571,0.11785714285714285,0.5
