R:A::C:P,0 1 3,2,4 5 6
0 1 3,0.23275862068965517,0.04382183908045977,0.1235632183908046
2,0.09195402298850575,0.029454022988505746,0.07614942528735633
4 5 6,0.15373563218390804,0.04741379310344827,0.20114942528735633
