R:A::C:P,0 5,1 2 6,3,4
0 5,0.2154696132596685,0.13777777777777778,0.20967741935483872,0.1896551724137931
1 2 6,0.6740331491712708,0.7288888888888889,0.6935483870967742,0.7758620689655172
3,0.055248618784530384,0.07555555555555556,0.08064516129032258,0.034482758620689655
4,0.055248618784530384,0.057777777777777775,0.016129032258064516,0.0
