R:A::C:P,0 4 5,1,2,3 6
0 4 5,0.49382716049382713,0.14814814814814814,0.13580246913580246,0.2222222222222222
1,0.43832020997375326,0.2650918635170604,0.10236220472440945,0.1942257217847769
2,0.3890909090909091,0.18181818181818182,0.14909090909090908,0.28
3 6,0.4462474645030426,0.09533468559837728,0.11156186612576065,0.34685598377281945
