R:A::C:P,0 2,1 5,3 4 6
0 2,0.08548850574712644,0.07758620689655173,0.08764367816091954
1 5,0.11350574712643678,0.10847701149425287,0.1206896551724138
3 4 6,0.10416666666666667,0.10416666666666667,0.19827586206896552
