R:A::C:P,0 4,1 2 6,3 5
0 4,0.11702127659574468,0.05585106382978723,0.023936170212765957
1 2 6,0.2526595744680851,0.34308510638297873,0.10372340425531915
3 5,0.02925531914893617,0.03723404255319149,0.03723404255319149
