R:A::C:P,0,1 6,2,3,4 5
0,0.4857142857142857,0.14285714285714285,0.05714285714285714,0.05714285714285714,0.2571428571428571
1 6,0.2638888888888889,0.25,0.1527777777777778,0.18055555555555555,0.1527777777777778
2,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.3235294117647059,0.14705882352941177
3,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857
4 5,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.2727272727272727
