R:A::C:P,0,1 2 3,4,5 6
0,0.3939393939393939,0.11428571428571428,0.3333333333333333,0.18181818181818182
1 2 3,0.5454545454545454,0.8285714285714286,0.5833333333333334,0.7272727272727273
4,0.030303030303030304,0.014285714285714285,0.08333333333333333,0.09090909090909091
5 6,0.030303030303030304,0.04285714285714286,0.0,0.0
