R:A::C:P,antag,fool,other,protag
antag,0.008464328899637243,0.0012091898428053204,0.020556227327690448,0.0048367593712212815
fool,0.0048367593712212815,0.013301088270858524,0.007255139056831923,0.0024183796856106408
other,0.049576783555018135,0.04353083434099154,0.7629987908101572,0.03869407496977025
protag,0.009673518742442563,0.0036275695284159614,0.008464328899637243,0.020556227327690448
