R:A::C:P,0,1,2 3 5,4 6
0,0.12598425196850394,0.0811965811965812,0.029069767441860465,0.020618556701030927
1,0.36220472440944884,0.43162393162393164,0.18992248062015504,0.23195876288659795
2 3 5,0.2874015748031496,0.31196581196581197,0.39147286821705424,0.32216494845360827
4 6,0.22440944881889763,0.1752136752136752,0.38953488372093026,0.4252577319587629
