R:A::C:P,0,1,2 3 5,4 6
0,0.022988505747126436,0.013649425287356323,0.010775862068965518,0.005747126436781609
1,0.06609195402298851,0.07255747126436782,0.07040229885057471,0.06465517241379311
2 3 5,0.05244252873563218,0.05244252873563218,0.14511494252873564,0.08979885057471264
4 6,0.040948275862068964,0.029454022988505746,0.14439655172413793,0.11853448275862069
