R:A::C:P,0 1,2,3 5,4 6
0 1,0.5362637362637362,0.1010989010989011,0.14725274725274726,0.2153846153846154
2,0.3236363636363636,0.14909090909090908,0.26545454545454544,0.26181818181818184
3 5,0.2878787878787879,0.12626262626262627,0.3181818181818182,0.2676767676767677
4 6,0.21120689655172414,0.1206896551724138,0.3125,0.35560344827586204
