R:A::C:P,0 1,2,3 5,4 6
0 1,0.5,0.27380952380952384,0.1925287356321839,0.25257731958762886
2,0.18237704918032788,0.24404761904761904,0.20977011494252873,0.18556701030927836
3 5,0.1168032786885246,0.1488095238095238,0.1810344827586207,0.13659793814432988
4 6,0.20081967213114754,0.3333333333333333,0.4166666666666667,0.4252577319587629
