R:A::C:P,0,1,2 6,3 4 5
0,0.3010752688172043,0.13559322033898305,0.08571428571428572,0.12605042016806722
1,0.5053763440860215,0.5254237288135594,0.4380952380952381,0.35294117647058826
2 6,0.11827956989247312,0.3220338983050847,0.3142857142857143,0.2857142857142857
3 4 5,0.07526881720430108,0.01694915254237288,0.1619047619047619,0.23529411764705882
