R:A::C:P,0 1 5,2,3,4 6
0 1 5,0.22701149425287356,0.040229885057471264,0.040229885057471264,0.08836206896551724
2,0.08836206896551724,0.029454022988505746,0.028017241379310345,0.05172413793103448
3,0.031609195402298854,0.010775862068965518,0.010775862068965518,0.020114942528735632
4 6,0.1257183908045977,0.040229885057471264,0.04885057471264368,0.11853448275862069
