R:A::C:P,0,1,2,3,4,5,p
0,0.38095238095238093,0.26666666666666666,0.045454545454545456,0.0,0.5,0.0,0.5
1,0.42857142857142855,0.4666666666666667,0.45454545454545453,0.5,0.0,1.0,0.0
2,0.14285714285714285,0.23333333333333334,0.2727272727272727,0.5,0.0,0.0,0.5
3,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0
4,0.0,0.0,0.045454545454545456,0.0,0.5,0.0,0.0
5,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0
p,0.047619047619047616,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
