R:A::C:P,0 3,1,2 6,4 5
0 3,0.4268292682926829,0.10975609756097561,0.2073170731707317,0.25609756097560976
1,0.3855421686746988,0.18674698795180722,0.27710843373493976,0.15060240963855423
2 6,0.20618556701030927,0.1958762886597938,0.3402061855670103,0.25773195876288657
4 5,0.3548387096774194,0.0,0.2903225806451613,0.3548387096774194
