R:A::C:P,0 3 6,1,2,4 5
0 3 6,0.27848101265822783,0.22093023255813954,0.24468085106382978,0.28440366972477066
1,0.4092827004219409,0.5,0.425531914893617,0.42201834862385323
2,0.20253164556962025,0.23255813953488372,0.2553191489361702,0.1743119266055046
4 5,0.10970464135021098,0.046511627906976744,0.07446808510638298,0.11926605504587157
