R:A::C:P,0,1,2,3 5,4 6
0,0.4857142857142857,0.14285714285714285,0.05714285714285714,0.11428571428571428,0.2
1,0.2571428571428571,0.2571428571428571,0.15714285714285714,0.24285714285714285,0.08571428571428572
2,0.11764705882352941,0.11764705882352941,0.23529411764705882,0.4411764705882353,0.08823529411764706
3 5,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.2727272727272727
4 6,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.3333333333333333
