R:A::C:P,0,1,2,3 5,4 6
0,0.40476190476190477,0.17857142857142858,0.08,0.09523809523809523,0.3181818181818182
1,0.42857142857142855,0.6428571428571429,0.44,0.40476190476190477,0.2727272727272727
2,0.09523809523809523,0.14285714285714285,0.32,0.35714285714285715,0.13636363636363635
3 5,0.023809523809523808,0.03571428571428571,0.12,0.07142857142857142,0.13636363636363635
4 6,0.047619047619047616,0.0,0.04,0.07142857142857142,0.13636363636363635
